Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
1867,tt0082528,Hot Bubblegum,,1981,\N,90,,False,nm0203246,nm0203246
1930,tt0083972,Friday the 13th Part III,Friday the 13th Part III,1982,\N,95,,False,nm0591171,nm0914536
1976,tt0084887,Báttlétrúck,Warlords of the 21st Century,1982,\N,91,1298.0,False,nm0170113,nm1047687
2061,tt0086610,Xtrớ,,1982,\N,86,6760.0,False,nm0111332,nm0111332
2124,tt0088241,Vớyágé tớ Cythérá,,1984,\N,120,2565.0,True,nm0000766,nm0000766
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0883338,nm0251760
2525,tt0098040,Otto - Der Außerfriesische,Otto - Der Außerfriesische,1989,\N,92,2467.0,False,nm0905102,nm0251760
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0442207,nm0507921
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0381230,nm0507921
2575,tt0099669,My Father's Glory,La gloire de mon père,1990,\N,105,6390.0,True,nm0002216,nm0637736
2672,tt0102587,Only Yesterday,Omohide poro poro,1991,\N,118,30127.0,True,nm0847223,nm0645470
2714,tt0104014,Áll Ládiés Dớ It,Così fan tutte,1992,\N,93,4600.0,False,nm0000972,nm0000972
2814,tt0106950,Fortress,Fortress,1992,\N,95,28439.0,False,nm0002340,nm0624639
2904,tt0109529,Dance Me Outside,Dance Me Outside,1994,\N,84,,True,nm0567680,nm0296131
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0000329,nm0849282
2986,tt0111512,The Legend of Drunken Master,,1994,\N,102,44843.0,True,nm0514906,nm0849282
2999,tt0112453,Balto,,\N,1995,78,42057.0,True,nm0920425,nm0748429
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703028,nm0664877
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm0703029,nm0664877
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",,1995,\N,105,1853.0,True,nm11739451,nm0664877
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0710020
3206,tt0117723,Spy Hard,,1996,\N,81,37349.0,False,nm0295007,nm0294997
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0067296,nm1776048
3224,tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,\N,85,3158.0,False,nm0769405,nm1776048
3284,tt0119448,Cháráctér,,1997,\N,122,,True,nm0226016,nm0096205
3596,tt0167947,Gállớ cédrớné,Gallo cedrone,1998,\N,93,1111.0,False,nm0893872,nm0073053
3654,tt0181151,What Planet Are You From?,What Planet Are You From?,2000,\N,105,9390.0,False,nm0001566,nm0788009
1872,tt0082694,The Road Warrior,,1981,\N,96,174374.0,True,nm0004306,nm0371249
2459,tt0096223,Tápéhéáds,Tapeheads,1988,\N,93,4053.0,False,nm0279863,nm0279863
2630,tt0101428,The Beautiful Troublemaker,La Belle Noiseuse,1991,\N,238,7942.0,True,nm0729626,nm0094726
3239,tt0118788,Lucky Star,La buena estrella,1997,\N,110,2434.0,True,nm0002797,nm0182275
2346,tt0093713,Pelle the Conqueror,Pelle erobreren,1987,\N,157,,True,nm0000806,nm0026069
3145,tt0116407,Gháták: Léthál,,1996,\N,158,3528.0,True,nm0764316,nm0222422
1930,tt0083972,Friday the 13th Part III,Friday the 13th Part III,1982,\N,95,,False,nm0591171,nm0457725
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0442207,nm0855988
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0381230,nm0855988
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0004056
3239,tt0118788,Lucky Star,La buena estrella,1997,\N,110,2434.0,True,nm0002797,nm0025117
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0442207,nm0442207
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,\N,102,4625.0,False,nm0381230,nm0442207
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0230032
3086,tt0114709,Tớy Stớry,Toy Story,1995,\N,81,937386.0,True,nm0005124,nm0005124
3729,tt0200309,The Tale of Zatoichi Continues,,\N,1962,72,2366.0,True,nm0605245,nm0793753
3730,tt0200469,Bats,Bats,1999,\N,91,10349.0,False,nm0007128,nm0517589
3770,tt0211443,Jásớn X,Jason X,2001,\N,92,54497.0,False,nm0410494,nm0267805
3771,tt0211900,Actors,,\N,2000,103,1168.0,False,nm0088397,nm0088397
3803,tt0220757,Shool,,\N,1999,138,3225.0,True,nm0633106,nm0890060
3814,tt0226872,Female Prisoner #701: Scorpion,Joshû 701-gô: Sasori,1972,\N,87,3923.0,True,nm0411746,nm0793999
3826,tt0233234,Land of Fear,,\N,1999,142,,True,nm0008150,nm0008150
3832,tt0233841,Baran,Baran,2001,\N,94,8242.0,True,nm0006498,nm0006498
3891,tt0245803,Búllétprớớf Mớnk,,2003,\N,104,49923.0,False,nm0402995,nm0903456
3911,tt0248845,Hedwig and the Angry Inch,Hedwig and the Angry Inch,\N,2001,95,34784.0,True,nm0593463,nm0871136
3913,tt0249047,Namukku Parkkan Munthiri Thoppukal,Namukku Parkkan Munthiri Thoppukal,1986,\N,137,2316.0,True,nm0655802,nm3217484
3953,tt0254686,The Piano Teacher,La pianiste,2001,\N,131,60724.0,True,nm0359734,nm0420548
3957,tt0255373,Midhunam,,1993,\N,147,1214.0,True,nm0698184,nm0820208
3992,tt0263269,Dévlérin Áski,,1976,\N,80,1142.0,True,nm0781261,nm0649320
4002,tt0265029,America's Sweethearts,,2001,\N,102,57151.0,False,nm0005387,nm0865847
4013,tt0266408,Chiná Striké Fớrcé,,2000,\N,103,,False,nm0867262,nm0926357
4030,tt0269410,Jönssonligan spelar högt,,2000,\N,92,1719.0,False,nm0752970,nm0361425
4043,tt0271200,Soul Assassin,,2001,\N,96,,False,nm0539803,nm0539803
4055,tt0273799,Max Keeble's Big Move,,2001,\N,86,7956.0,False,nm0384722,nm0007079
4058,tt0275083,The Warrior,,2001,\N,158,10916.0,True,nm1226290,nm1226290
4061,tt0275491,Bád Édúcátiớn,La mala educación,\N,2004,106,58098.0,True,nm0000264,nm0000264
4077,tt0279889,Joe Somebody,,2001,\N,98,10437.0,False,nm0664756,nm0791806
4081,tt0280424,Ámy's Ớrgásm,,2001,\N,87,1849.0,False,nm0006874,nm0006874
4083,tt0280460,The Banger Sisters,The Banger Sisters,2002,\N,98,16372.0,False,nm0231190,nm0231190
4088,tt0280696,Garage Days,Garage Days,2002,\N,105,2801.0,False,nm0001639,nm0973918
4118,tt0285728,Dahmer,Dahmer,2002,\N,101,10072.0,False,nm0414817,nm0414817
4130,tt0288243,Taboo,,2002,\N,80,1885.0,False,nm0538733,nm1084723
4142,tt0291003,Behind the Sun,Abril Despedaçado,2001,\N,105,7049.0,True,nm0758574,nm0858680
4154,tt0293007,Carandiru,Carandiru,2003,\N,145,19219.0,True,nm0002199,nm1176799
4163,tt0295427,The Master of Disguise,The Master of Disguise,2002,\N,80,24590.0,False,nm0086690,nm0325214
4192,tt0302886,Old School,,\N,2003,88,224196.0,True,nm0680846,nm0035905
4204,tt0304722,Skinned Deep,,2004,\N,97,1658.0,False,nm0058396,nm0058396
4255,tt0314589,Romantik,Romantik,2007,\N,100,1403.0,False,nm0149134,nm0149134
4272,tt0317842,Broken Wings,Knafayim Shvurot,2002,\N,87,2417.0,True,nm0074844,nm0074844
4289,tt0323033,Laws of Attraction,Laws of Attraction,2004,\N,90,22997.0,False,nm0398185,nm0363326
4291,tt0323872,Kitchen Stories,,2003,\N,95,8247.0,True,nm0357584,nm0357584
4292,tt0325005,Antikiller,,2002,\N,114,1570.0,False,nm0464847,nm4094947
4294,tt0325710,Thé Lást Sámúrái,,2003,\N,154,419497.0,True,nm0001880,nm0380980
4299,tt0326746,Baba,,2002,\N,179,2069.0,False,nm0471452,nm0707953
4309,tt0327597,Coraline,,2009,\N,100,,True,nm0783139,nm0301274
4333,tt0332280,The Notebook,,2004,\N,123,546078.0,True,nm0001024,nm0817023
4354,tt0338216,Lucky You,,2007,\N,124,20459.0,False,nm0000436,nm0000436
4361,tt0339079,Gone,Gone,\N,2002,80,1362.0,True,nm0156828,nm0156828
4391,tt0347246,Ghost in the Shell 2: Innocence,Inosensu: Innocence,2004,\N,100,37604.0,True,nm0651900,nm0556856
4397,tt0349047,(T)Raumschiff Surprise - Periode 1,,2004,\N,87,15303.0,False,nm0378660,nm0442622
4401,tt0349703,Kyun! Ho Gaya Na...,,2004,\N,165,,False,nm1334468,nm1179457
4407,tt0350258,Ray,,2004,\N,152,143893.0,True,nm0000431,nm1343803
4414,tt0353324,The Crow: Wicked Prayer,,2005,\N,99,8825.0,False,nm0612812,nm0393517
4447,tt0361818,Kushi,,2000,\N,178,5229.0,True,nm0754184,nm0754184
4459,tt0363226,The Blind Swordsman: Zatoichi,,2003,\N,116,48820.0,True,nm0001429,nm0793753
4465,tt0364751,Withớút á Páddlé,Without a Paddle,2004,\N,95,45934.0,False,nm0109359,nm0745861
4496,tt0368913,Osama,Osama,\N,2003,83,8995.0,True,nm1383995,nm1383995
4502,tt0369359,Dead Meat,,2004,\N,80,2270.0,False,nm1114700,nm1114700
4503,tt0369436,Four Christmases,,2008,\N,88,69128.0,False,nm1164861,nm0601859
4509,tt0371280,Crimson Gold,,2003,\N,97,4698.0,True,nm0070159,nm0452102
4510,tt0372237,Gúéss Whớ,,2005,\N,105,41840.0,False,nm0838198,nm0741740
4515,tt0372909,Fallo!,Fallo!,2003,\N,120,2617.0,False,nm0000972,nm0953026
4535,tt0375782,"Gone, But Not Forgotten",,2003,\N,94,2252.0,False,nm0015214,nm0015214
4551,tt0377643,Chinthavishtayaya Shyamala,Chinthavishtayaya Shyamala,1998,\N,158,1417.0,True,nm0820208,nm0820208
4553,tt0377744,A Day Without a Mexican,,2004,\N,100,3125.0,False,nm0033190,nm1546834
4554,tt0377752,Dear Frankie,,2004,\N,105,21619.0,True,nm0994254,nm0316447
4577,tt0381361,The Last Sign,The Last Sign,\N,2005,91,,False,nm0003532,nm0772144
4583,tt0381838,...ing,...ing,2003,\N,104,2187.0,True,nm1459238,nm1459096
4594,tt0382898,The Basque Ball: Skin Against Stone,La pelota vasca. La piel contra la piedra,2003,\N,110,1088.0,True,nm0575523,nm0575523
4608,tt0385351,Yeh Lamhe Judaai Ke,,2004,\N,188,1703.0,False,nm1475657,\N
4608,tt0385351,Yeh Lamhe Judaai Ke,,2004,\N,188,1703.0,False,nm1319205,\N
4631,tt0388183,King's Ransom,,2005,\N,95,3772.0,False,nm0126032,nm0174806
4645,tt0390123,In the Realms of the Unreal,,2004,\N,81,2150.0,True,nm0950506,nm0950506
4653,tt0392591,Suddenly Paradise,Il paradiso all'improvviso,2003,\N,93,1227.0,False,nm0682251,nm0894787
4695,tt0402294,Iznogoud- Caliph Instead of the Caliph,,2005,\N,95,1798.0,False,nm0105317,nm0105317
4696,tt0402406,The Nomi Song,,2004,\N,98,1069.0,True,nm0394793,nm0394793
4704,tt0403933,Chasing Ghosts,,2005,\N,119,,False,nm1284023,nm1371011
4704,tt0403933,Chasing Ghosts,,2005,\N,119,,False,nm1371011,nm1371011
4705,tt0404163,Even Money,,2006,\N,113,4502.0,False,nm0041932,nm1602553
4728,tt0408777,Thé Édúkátớrs,Die fetten Jahre sind vorbei,2004,\N,127,31397.0,True,nm0918326,nm0918326
4734,tt0410097,Hustle & Flow,,2005,\N,116,39929.0,True,nm0108132,nm0108132
4746,tt0412535,The Brice Man,Brice de Nice,2005,\N,98,6798.0,False,nm0404485,nm0404485
4747,tt0412922,Little Manhattan,,2005,\N,84,23381.0,True,nm0505662,nm0280814
4783,tt0420206,Summer Storm,,\N,2004,98,13777.0,True,nm0471086,nm0471086
4802,tt0422401,Hatchet,,2006,\N,93,30463.0,False,nm1697112,nm1697112
4806,tt0422779,Murder-Set-Pieces,Murder-Set-Pieces,2004,\N,105,4234.0,False,nm1185918,nm1185918
4843,tt0427229,Failure to Launch,,2006,\N,97,,False,nm0223359,nm0256079
4848,tt0427910,Trip Out,,2005,\N,93,1276.0,False,nm1759031,nm1759031
4860,tt0430308,Get Rich or Die Tryin',,2005,\N,117,46048.0,False,nm0006487,nm1010540
4861,tt0430381,Musafir,Musafir,2004,\N,151,1790.0,False,nm0348495,nm1179457
4863,tt0430589,Shaadi Karke Phas Gaya Yaar,,\N,2006,152,1232.0,False,nm1147556,nm0415514
4866,tt0430779,Everyone's Hero,,2006,\N,87,8635.0,False,nm0103595,nm2342369
4866,tt0430779,Everyone's Hero,,2006,\N,87,8635.0,False,nm0001659,nm2342369
4866,tt0430779,Everyone's Hero,,2006,\N,87,8635.0,False,nm0820800,nm2342369
4869,tt0432291,Thé Fớg,The Fog,2005,\N,100,36406.0,False,nm0906548,nm0384185
4917,tt0443649,"10,000 BC","10,000 BC",2008,\N,109,128668.0,False,nm0000386,nm0460057
4918,tt0443708,Page 3,,2005,\N,139,,True,nm11370415,nm1320327
4918,tt0443708,Page 3,,2005,\N,139,,True,nm1055105,nm1320327
4923,tt0445336,"You, the Living",,2007,\N,95,15207.0,True,nm0027815,nm0027815
4932,tt0446476,Stớrm,,2005,\N,110,2676.0,False,nm0617523,nm0617523
4932,tt0446476,Stớrm,,2005,\N,110,2676.0,False,nm0825407,nm0617523
4997,tt0459924,Paragraph 78,Paragraf 78,2007,\N,88,1998.0,False,nm1680265,nm0645612
5020,tt0463960,Thé Dévil Yớú Knớw,,\N,2013,76,1761.0,False,nm1950060,nm1955863
5021,tt0464061,I'm Reed Fish,I'm Reed Fish,2006,\N,93,4329.0,False,nm1027685,nm1387981
5026,tt0465967,Dobrinya and the Dragon,,2006,\N,68,2038.0,True,nm0538770,nm1650373
5034,tt0467110,Underdog,,\N,2007,100,21244.0,False,nm0238865,nm0081794
5043,tt0469062,Danika,Danika,2005,\N,80,3662.0,False,nm1033517,nm1980050
5045,tt0469494,There Will Be Blood,There Will Be Blood,2007,\N,158,552247.0,True,nm0000759,nm0801737
5059,tt0473360,Goal II: Living the Dream,Goal II: Living the Dream,2007,\N,115,,False,nm1429471,nm0516384
5068,tt0475169,13,13 Tzameti,2005,\N,93,17270.0,True,nm1201875,nm1201875
5078,tt0475998,The Pirates Who Don't Do Anything: A VeggieTales Movie,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,\N,85,2807.0,False,nm1007740,nm1007740
5088,tt0477253,Aashiq Banaya Aapne: Love Takes Over,Aashiq Banaya Aapne: Love Takes Over,2005,\N,115,1628.0,False,nm2024446,nm2024446
5106,tt0479879,Chasing Ghosts: Beyond the Arcade,,2007,\N,90,1387.0,True,nm1895716,\N
5113,tt0481280,Live Feed,Live Feed,2006,\N,77,1579.0,False,nm0629913,nm1057360
5176,tt0493404,Brotherhood of Blood,Brotherhood of Blood,2007,\N,88,3297.0,False,nm1178069,nm1396574
5176,tt0493404,Brotherhood of Blood,Brotherhood of Blood,2007,\N,88,3297.0,False,nm1396574,nm1396574
5198,tt0498097,Climates,,2006,\N,98,,True,nm0149196,nm0149196
5206,tt0499101,The Free Will,,2006,\N,163,3153.0,True,nm0321894,nm0900915
5207,tt0499262,Takva: A Man's Fear of God,Takva,2006,\N,96,12536.0,True,nm1699703,nm0129158
5212,tt0499570,Slipstream,,2007,\N,96,4757.0,False,nm0000164,nm0000164
5221,tt0758771,Outlaw,,2007,\N,103,12464.0,False,nm0522393,nm0522393
5226,tt0762073,Thirst,,2009,\N,134,45226.0,True,nm0661791,nm1941029
5229,tt0762114,License to Wed,,2007,\N,91,38958.0,False,nm0477129,nm1762694
5244,tt0770810,How She Move,,2007,\N,94,6700.0,False,nm0711149,nm1907245
5262,tt0783233,Atonement,,2007,\N,123,266052.0,True,nm0942504,nm0358960
5265,tt0783695,Broken Sky,,2006,\N,140,1188.0,False,nm1001040,nm1001040
5281,tt0795368,Death at a Funeral,,2007,\N,90,113227.0,True,nm0000568,nm1918877
5282,tt0795370,Le deuxième souffle,,2007,\N,155,,False,nm0006734,nm0320510
5297,tt0804443,Asylum,Asylum,2008,\N,93,3654.0,False,nm0254786,nm1004587
5318,tt0810945,Live!,Live!,2007,\N,96,4977.0,False,nm0349702,nm0349702
5319,tt0811066,Shootout at Lokhandwala,Shootout at Lokhandwala,2007,\N,122,9958.0,True,nm0482232,nm2632735
5336,tt0817225,Secret Sunshine,,2007,\N,142,7923.0,True,nm0496969,nm0497043
5348,tt0823668,Screamers,Screamers,2006,\N,89,1551.0,False,nm2013302,\N
5352,tt0825244,Conversations with My Gardener,Dialogue avec mon jardinier,2007,\N,109,3464.0,True,nm0065449,nm0598336
5356,tt0827503,The Magician,,2006,\N,122,31821.0,True,nm0051166,nm0948000
5356,tt0827503,The Magician,,2006,\N,122,31821.0,True,nm0948000,nm0948000
5389,tt0845439,Fireworks Wednesday,,2006,\N,102,11417.0,True,nm1410815,nm2155679
5403,tt0857300,Ánánd,,2004,\N,180,2026.0,True,nm2289322,nm2289322
5425,tt0875595,Destiny,,2006,\N,103,13473.0,True,nm0218547,nm0218547
5429,tt0881320,Sanctum,Sanctum,2011,\N,108,55055.0,False,nm0340958,nm1337757
5439,tt0889134,Finding Amanda,Finding Amanda,2008,\N,96,3394.0,False,nm0865847,nm0865847
5446,tt0892767,Horsemen,,2009,\N,90,22292.0,False,nm0959774,nm1709264
5460,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,\N,169,787353.0,True,nm0001392,nm0866058
5462,tt0907119,Glớss,Glyanets,2007,\N,118,1063.0,False,nm0464846,nm0807070
5480,tt0920458,Flame & Citron,Flammen & Citronen,2008,\N,130,18439.0,True,nm0535234,nm0535234
5496,tt0934459,The Hitchhiker,The Hitchhiker,2007,\N,86,1074.0,False,nm0805635,nm0000080
5535,tt0976238,Old Dogs,Old Dogs,2009,\N,88,37456.0,False,nm0065608,nm0919289
5538,tt0977648,Every Little Step,,2008,\N,96,1560.0,True,nm0215534,\N
5538,tt0977648,Every Little Step,,2008,\N,96,1560.0,True,nm0827726,\N
5552,tt0984202,Kadhal Kottai,,1996,\N,167,2016.0,True,nm0012892,nm0012892
3783,tt0214841,Karz,,\N,1980,159,2227.0,True,nm0007131,nm0713592
3807,tt0222150,The Waiting List,Lista de espera,2000,\N,105,1214.0,True,nm0846119,nm0846119
4011,tt0265808,Stealing Harvard,,2002,\N,85,12962.0,False,nm0567126,nm0865847
4062,tt0275692,Sol Goode,,2003,\N,99,1212.0,False,nm0173680,nm0173680
4186,tt0301555,God Grew Tired of Us,God Grew Tired of Us: The Story of Lost Boys of Sudan,\N,2006,89,2817.0,True,nm1077724,nm1077724
4186,tt0301555,God Grew Tired of Us,God Grew Tired of Us: The Story of Lost Boys of Sudan,\N,2006,89,2817.0,True,nm2197168,nm1077724
4238,tt0311110,It Rúns in thé Fámily,,2003,\N,109,4920.0,False,nm0770961,nm0927889
4282,tt0320097,Hum Kisi Se Kum Nahin,Hum Kisi Se Kum Nahin,2002,\N,161,,False,nm0223522,nm0796503
4348,tt0337674,Méán Spirit,,2003,\N,90,1011.0,False,nm0018133,nm0018133
4363,tt0339334,Sprung! The Magic Roundabout,The Magic Roundabout,\N,2005,85,3293.0,False,nm1741096,nm2193325
4363,tt0339334,Sprung! The Magic Roundabout,The Magic Roundabout,\N,2005,85,3293.0,False,nm0097529,nm2193325
4363,tt0339334,Sprung! The Magic Roundabout,The Magic Roundabout,\N,2005,85,3293.0,False,nm0664896,nm2193325
4543,tt0376649,The Hillside Strangler,The Hillside Strangler,2004,\N,98,1870.0,False,nm0661257,nm0661257
4712,tt0405977,Chaos,,2005,\N,74,2152.0,False,nm0214441,nm0214441
4795,tt0421625,Istanbul Tales,Anlat Istanbul,2005,\N,99,6518.0,True,nm1856667,nm0880928
4795,tt0421625,Istanbul Tales,Anlat Istanbul,2005,\N,99,6518.0,True,nm0218531,nm0880928
4795,tt0421625,Istanbul Tales,Anlat Istanbul,2005,\N,99,6518.0,True,nm0754503,nm0880928
4795,tt0421625,Istanbul Tales,Anlat Istanbul,2005,\N,99,6518.0,True,nm1699774,nm0880928
4795,tt0421625,Istanbul Tales,Anlat Istanbul,2005,\N,99,6518.0,True,nm0880928,nm0880928
4886,tt0436629,Néw Yớrk Dớll,New York Doll,2005,\N,75,1745.0,True,nm1789501,\N
4892,tt0437954,Virgin Territory,Virgin Territory,2007,\N,97,7847.0,False,nm0500896,nm0500896
4942,tt0449662,Tu pa tam,,2004,\N,92,1124.0,True,nm1840911,nm1841047
4953,tt0451094,Lady Vengeance,Chinjeolhan geumjassi,2005,\N,115,76244.0,True,nm0661791,nm5371819
5005,tt0461703,Skinwalkers,Skinwalkers,\N,2006,110,13290.0,False,nm0410494,nm0734442
5014,tt0462477,Pierrepoint: The Last Hangman,,2005,\N,90,5245.0,True,nm0792120,nm0589924
5032,tt0466766,Drive Thru,,2007,\N,83,4352.0,False,nm0184792,nm0474153
5032,tt0466766,Drive Thru,,2007,\N,83,4352.0,False,nm0474153,nm0474153
5098,tt0478394,The Substitute,,2007,\N,93,3287.0,False,nm0097079,nm0697978
5185,tt0494724,1 Litre of Tears,Ichi ritoru no namida,2005,\N,98,,True,nm2139352,nm2145341
5189,tt0494864,Téndérnéss,Tenderness,2009,\N,101,7824.0,False,nm0689852,nm0180068
5218,tt0758742,Death Note,Death Note: Desu nôto,2006,\N,126,,True,nm0437526,nm0645256
5252,tt0780485,Blood Car,Blood Car,2007,\N,82,2536.0,False,nm1373794,nm1446105
5253,tt0780486,Blue State,Blue State,2007,\N,88,2340.0,False,nm1218697,nm1218697
5301,tt0805188,Marilena from P7,Marilena de la P7,2006,\N,48,1982.0,True,nm0625904,nm1277847
5459,tt0902967,The Crimson Wing: Mystery of the Flamingos,,2008,\N,78,,True,nm0012571,nm0278146
5459,tt0902967,The Crimson Wing: Mystery of the Flamingos,,2008,\N,78,,True,nm0911685,nm0278146
5465,tt0907657,Once,,2007,\N,86,114190.0,True,nm0138809,nm0138809
5514,tt0959306,Reach Me,Reach Me,2014,\N,95,2863.0,False,nm0381273,nm0381273
5543,tt0979434,Lottery Ticket,Lottery Ticket,2010,\N,99,10905.0,False,nm1336172,nm1336172
3877,tt0243133,The Man Who Wasn't There,The Man Who Wasn't There,2001,\N,116,107407.0,True,nm0001054,nm0001053
4031,tt0269604,Naken,,2000,\N,94,1908.0,False,nm0461830,nm0461835
4031,tt0269604,Naken,,2000,\N,94,1908.0,False,nm0461835,nm0461835
4143,tt0291032,Balzac and the Little Chinese Seamstress,Xiao cai feng,2002,\N,110,,True,nm0197246,nm0674872
4172,tt0298814,The Core,The Core,2003,\N,135,97020.0,False,nm0000750,nm0736966
4763,tt0415978,Me and You and Everyone We Know,,2005,\N,91,36074.0,True,nm0432380,nm0432380
4903,tt0439884,A World Without Thieves,,2004,\N,113,,True,nm0271815,nm10097264
4999,tt0460505,The Rocket,,\N,2005,124,5211.0,True,nm0082748,nm0779433
5125,tt0484111,The Good Night,,2007,\N,93,8422.0,False,nm0658823,nm0658823
5506,tt0948547,Wingéd Créátúrés,,2008,\N,100,7129.0,False,nm0940774,nm2539409
3796,tt0218043,Beyond the Mat,Beyond the Mat,1999,\N,102,9005.0,True,nm0087904,nm0087904
3823,tt0230600,The Others,The Others,2001,\N,101,353823.0,True,nm0024622,nm0024622
4750,tt0413879,Cáké,,2005,\N,94,3880.0,False,nm0304091,nm1017117
5038,tt0468565,Tsotsi,Tsotsi,2005,\N,95,28336.0,True,nm0004303,nm0297538
4248,tt0313573,Selamsiz's Band,,\N,1988,107,3636.0,True,nm0171443,nm0171443
